prompt_id,variant_type,prompt_zh,seed,image_path,generated_success,runtime_seconds,needs_human_review,visible_binding_failure,observation,generated_success_numeric,scene_id,category,variant_type_spec,prompt_zh_spec,relation,expected_objects_json,absent_objects_json,language,language_name,generated_success_bool,positive_prompt,prompt_char_len,positive_clip_tokens,clip_tokens_over_77,clip_token_excess
S05_synonym,synonym,कृपया एक सरल चित्र बनाएं: दो लाल सेब एक हरी नाशपाती के बाईं ओर हैं।,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S05_synonym_seed2026051802_00001_.png,True,6.031,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S05,quantity_color,synonym,कृपया एक सरल चित्र बनाएं: दो लाल सेब एक हरी नाशपाती के बाईं ओर हैं।,left_of,"[{""name"": ""苹果"", ""color"": ""红色"", ""shape"": ""圆形"", ""count"": 2, ""x"": 0.34, ""y"": 0.52}, {""name"": ""梨"", ""color"": ""绿色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.52}]",[],hi,Hindi,True,"कृपया एक सरल चित्र बनाएं: दो लाल सेब एक हरी नाशपाती के बाईं ओर हैं।, clean simple composition, best quality",67,78,True,1
S05_word_order,word_order,एक हरी नाशपाती के बाईं ओर दो लाल सेब हैं।,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S05_word_order_seed2026051801_00001_.png,True,6.024,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S05,quantity_color,word_order,एक हरी नाशपाती के बाईं ओर दो लाल सेब हैं।,left_of,"[{""name"": ""苹果"", ""color"": ""红色"", ""shape"": ""圆形"", ""count"": 2, ""x"": 0.34, ""y"": 0.52}, {""name"": ""梨"", ""color"": ""绿色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.52}]",[],hi,Hindi,True,"एक हरी नाशपाती के बाईं ओर दो लाल सेब हैं।, clean simple composition, best quality",41,49,False,0
S05_word_order,word_order,एक हरी नाशपाती के बाईं ओर दो लाल सेब हैं।,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S05_word_order_seed2026051802_00001_.png,True,6.03,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S05,quantity_color,word_order,एक हरी नाशपाती के बाईं ओर दो लाल सेब हैं।,left_of,"[{""name"": ""苹果"", ""color"": ""红色"", ""shape"": ""圆形"", ""count"": 2, ""x"": 0.34, ""y"": 0.52}, {""name"": ""梨"", ""color"": ""绿色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.52}]",[],hi,Hindi,True,"एक हरी नाशपाती के बाईं ओर दो लाल सेब हैं।, clean simple composition, best quality",41,49,False,0
S05_attribute_swap,attribute_swap,दो हरे सेब एक लाल नाशपाती के बाईं ओर हैं।,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S05_attribute_swap_seed2026051801_00001_.png,True,6.029,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S05,quantity_color,attribute_swap,दो हरे सेब एक लाल नाशपाती के बाईं ओर हैं।,left_of,"[{""name"": ""苹果"", ""color"": ""绿色"", ""shape"": ""圆形"", ""count"": 2, ""x"": 0.34, ""y"": 0.52}, {""name"": ""梨"", ""color"": ""红色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.52}]",[],hi,Hindi,True,"दो हरे सेब एक लाल नाशपाती के बाईं ओर हैं।, clean simple composition, best quality",41,49,False,0
S05_attribute_swap,attribute_swap,दो हरे सेब एक लाल नाशपाती के बाईं ओर हैं।,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S05_attribute_swap_seed2026051802_00001_.png,True,6.032,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S05,quantity_color,attribute_swap,दो हरे सेब एक लाल नाशपाती के बाईं ओर हैं।,left_of,"[{""name"": ""苹果"", ""color"": ""绿色"", ""shape"": ""圆形"", ""count"": 2, ""x"": 0.34, ""y"": 0.52}, {""name"": ""梨"", ""color"": ""红色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.52}]",[],hi,Hindi,True,"दो हरे सेब एक लाल नाशपाती के बाईं ओर हैं।, clean simple composition, best quality",41,49,False,0
S05_quantity_shift,quantity_shift,एक लाल सेब एक हरी नाशपाती के बाईं ओर है।,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S05_quantity_shift_seed2026051801_00001_.png,True,6.033,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S05,quantity_color,quantity_shift,एक लाल सेब एक हरी नाशपाती के बाईं ओर है।,left_of,"[{""name"": ""苹果"", ""color"": ""红色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.34, ""y"": 0.52}, {""name"": ""梨"", ""color"": ""绿色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.52}]",[],hi,Hindi,True,"एक लाल सेब एक हरी नाशपाती के बाईं ओर है।, clean simple composition, best quality",40,48,False,0
S05_quantity_shift,quantity_shift,एक लाल सेब एक हरी नाशपाती के बाईं ओर है।,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S05_quantity_shift_seed2026051802_00001_.png,True,6.025,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S05,quantity_color,quantity_shift,एक लाल सेब एक हरी नाशपाती के बाईं ओर है।,left_of,"[{""name"": ""苹果"", ""color"": ""红色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.34, ""y"": 0.52}, {""name"": ""梨"", ""color"": ""绿色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.7, ""y"": 0.52}]",[],hi,Hindi,True,"एक लाल सेब एक हरी नाशपाती के बाईं ओर है।, clean simple composition, best quality",40,48,False,0
S06_base,base,तीन नीले गुब्बारा एक पीला डिब्बा के दाईं ओर हैं।,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S06_base_seed2026051801_00001_.png,True,6.031,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S06,quantity_color,base,तीन नीले गुब्बारा एक पीला डिब्बा के दाईं ओर हैं।,right_of,"[{""name"": ""气球"", ""color"": ""蓝色"", ""shape"": ""圆形"", ""count"": 3, ""x"": 0.62, ""y"": 0.44}, {""name"": ""盒子"", ""color"": ""黄色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.3, ""y"": 0.68}]",[],hi,Hindi,True,"तीन नीले गुब्बारा एक पीला डिब्बा के दाईं ओर हैं।, clean simple composition, best quality",48,55,False,0
S06_base,base,तीन नीले गुब्बारा एक पीला डिब्बा के दाईं ओर हैं।,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S06_base_seed2026051802_00001_.png,True,6.032,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S06,quantity_color,base,तीन नीले गुब्बारा एक पीला डिब्बा के दाईं ओर हैं।,right_of,"[{""name"": ""气球"", ""color"": ""蓝色"", ""shape"": ""圆形"", ""count"": 3, ""x"": 0.62, ""y"": 0.44}, {""name"": ""盒子"", ""color"": ""黄色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.3, ""y"": 0.68}]",[],hi,Hindi,True,"तीन नीले गुब्बारा एक पीला डिब्बा के दाईं ओर हैं।, clean simple composition, best quality",48,55,False,0
S06_synonym,synonym,कृपया एक सरल चित्र बनाएं: तीन नीले गुब्बारा एक पीला डिब्बा के दाईं ओर हैं।,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S06_synonym_seed2026051801_00001_.png,True,6.045,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S06,quantity_color,synonym,कृपया एक सरल चित्र बनाएं: तीन नीले गुब्बारा एक पीला डिब्बा के दाईं ओर हैं।,right_of,"[{""name"": ""气球"", ""color"": ""蓝色"", ""shape"": ""圆形"", ""count"": 3, ""x"": 0.62, ""y"": 0.44}, {""name"": ""盒子"", ""color"": ""黄色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.3, ""y"": 0.68}]",[],hi,Hindi,True,"कृपया एक सरल चित्र बनाएं: तीन नीले गुब्बारा एक पीला डिब्बा के दाईं ओर हैं।, clean simple composition, best quality",74,84,True,7
S06_synonym,synonym,कृपया एक सरल चित्र बनाएं: तीन नीले गुब्बारा एक पीला डिब्बा के दाईं ओर हैं।,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S06_synonym_seed2026051802_00001_.png,True,6.045,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S06,quantity_color,synonym,कृपया एक सरल चित्र बनाएं: तीन नीले गुब्बारा एक पीला डिब्बा के दाईं ओर हैं।,right_of,"[{""name"": ""气球"", ""color"": ""蓝色"", ""shape"": ""圆形"", ""count"": 3, ""x"": 0.62, ""y"": 0.44}, {""name"": ""盒子"", ""color"": ""黄色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.3, ""y"": 0.68}]",[],hi,Hindi,True,"कृपया एक सरल चित्र बनाएं: तीन नीले गुब्बारा एक पीला डिब्बा के दाईं ओर हैं।, clean simple composition, best quality",74,84,True,7
S06_word_order,word_order,एक पीला डिब्बा के दाईं ओर तीन नीले गुब्बारा हैं।,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S06_word_order_seed2026051801_00001_.png,True,6.044,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S06,quantity_color,word_order,एक पीला डिब्बा के दाईं ओर तीन नीले गुब्बारा हैं।,right_of,"[{""name"": ""气球"", ""color"": ""蓝色"", ""shape"": ""圆形"", ""count"": 3, ""x"": 0.62, ""y"": 0.44}, {""name"": ""盒子"", ""color"": ""黄色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.3, ""y"": 0.68}]",[],hi,Hindi,True,"एक पीला डिब्बा के दाईं ओर तीन नीले गुब्बारा हैं।, clean simple composition, best quality",48,55,False,0
S06_word_order,word_order,एक पीला डिब्बा के दाईं ओर तीन नीले गुब्बारा हैं।,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S06_word_order_seed2026051802_00001_.png,True,6.032,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S06,quantity_color,word_order,एक पीला डिब्बा के दाईं ओर तीन नीले गुब्बारा हैं।,right_of,"[{""name"": ""气球"", ""color"": ""蓝色"", ""shape"": ""圆形"", ""count"": 3, ""x"": 0.62, ""y"": 0.44}, {""name"": ""盒子"", ""color"": ""黄色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.3, ""y"": 0.68}]",[],hi,Hindi,True,"एक पीला डिब्बा के दाईं ओर तीन नीले गुब्बारा हैं।, clean simple composition, best quality",48,55,False,0
S06_attribute_swap,attribute_swap,तीन पीले गुब्बारा एक नीला डिब्बा के दाईं ओर हैं।,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S06_attribute_swap_seed2026051801_00001_.png,True,6.017,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S06,quantity_color,attribute_swap,तीन पीले गुब्बारा एक नीला डिब्बा के दाईं ओर हैं।,right_of,"[{""name"": ""气球"", ""color"": ""黄色"", ""shape"": ""圆形"", ""count"": 3, ""x"": 0.62, ""y"": 0.44}, {""name"": ""盒子"", ""color"": ""蓝色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.3, ""y"": 0.68}]",[],hi,Hindi,True,"तीन पीले गुब्बारा एक नीला डिब्बा के दाईं ओर हैं।, clean simple composition, best quality",48,55,False,0
S06_attribute_swap,attribute_swap,तीन पीले गुब्बारा एक नीला डिब्बा के दाईं ओर हैं।,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S06_attribute_swap_seed2026051802_00001_.png,True,6.028,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S06,quantity_color,attribute_swap,तीन पीले गुब्बारा एक नीला डिब्बा के दाईं ओर हैं।,right_of,"[{""name"": ""气球"", ""color"": ""黄色"", ""shape"": ""圆形"", ""count"": 3, ""x"": 0.62, ""y"": 0.44}, {""name"": ""盒子"", ""color"": ""蓝色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.3, ""y"": 0.68}]",[],hi,Hindi,True,"तीन पीले गुब्बारा एक नीला डिब्बा के दाईं ओर हैं।, clean simple composition, best quality",48,55,False,0
S06_quantity_shift,quantity_shift,दो नीले गुब्बारा एक पीला डिब्बा के दाईं ओर हैं।,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S06_quantity_shift_seed2026051801_00001_.png,True,6.033,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S06,quantity_color,quantity_shift,दो नीले गुब्बारा एक पीला डिब्बा के दाईं ओर हैं।,right_of,"[{""name"": ""气球"", ""color"": ""蓝色"", ""shape"": ""圆形"", ""count"": 2, ""x"": 0.62, ""y"": 0.44}, {""name"": ""盒子"", ""color"": ""黄色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.3, ""y"": 0.68}]",[],hi,Hindi,True,"दो नीले गुब्बारा एक पीला डिब्बा के दाईं ओर हैं।, clean simple composition, best quality",47,54,False,0
S06_quantity_shift,quantity_shift,दो नीले गुब्बारा एक पीला डिब्बा के दाईं ओर हैं।,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S06_quantity_shift_seed2026051802_00001_.png,True,6.036,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S06,quantity_color,quantity_shift,दो नीले गुब्बारा एक पीला डिब्बा के दाईं ओर हैं।,right_of,"[{""name"": ""气球"", ""color"": ""蓝色"", ""shape"": ""圆形"", ""count"": 2, ""x"": 0.62, ""y"": 0.44}, {""name"": ""盒子"", ""color"": ""黄色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.3, ""y"": 0.68}]",[],hi,Hindi,True,"दो नीले गुब्बारा एक पीला डिब्बा के दाईं ओर हैं।, clean simple composition, best quality",47,54,False,0
S07_base,base,एक काली कार एक सफेद साइकिल के बाईं ओर है।,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S07_base_seed2026051801_00001_.png,True,6.027,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S07,attribute_binding,base,एक काली कार एक सफेद साइकिल के बाईं ओर है।,left_of,"[{""name"": ""汽车"", ""color"": ""黑色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.3, ""y"": 0.58}, {""name"": ""自行车"", ""color"": ""白色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.7, ""y"": 0.58}]",[],hi,Hindi,True,"एक काली कार एक सफेद साइकिल के बाईं ओर है।, clean simple composition, best quality",41,50,False,0
S07_base,base,एक काली कार एक सफेद साइकिल के बाईं ओर है।,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S07_base_seed2026051802_00001_.png,True,6.033,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S07,attribute_binding,base,एक काली कार एक सफेद साइकिल के बाईं ओर है।,left_of,"[{""name"": ""汽车"", ""color"": ""黑色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.3, ""y"": 0.58}, {""name"": ""自行车"", ""color"": ""白色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.7, ""y"": 0.58}]",[],hi,Hindi,True,"एक काली कार एक सफेद साइकिल के बाईं ओर है।, clean simple composition, best quality",41,50,False,0
S07_synonym,synonym,कृपया एक सरल चित्र बनाएं: एक काली कार एक सफेद साइकिल के बाईं ओर है।,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S07_synonym_seed2026051801_00001_.png,True,6.028,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S07,attribute_binding,synonym,कृपया एक सरल चित्र बनाएं: एक काली कार एक सफेद साइकिल के बाईं ओर है।,left_of,"[{""name"": ""汽车"", ""color"": ""黑色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.3, ""y"": 0.58}, {""name"": ""自行车"", ""color"": ""白色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.7, ""y"": 0.58}]",[],hi,Hindi,True,"कृपया एक सरल चित्र बनाएं: एक काली कार एक सफेद साइकिल के बाईं ओर है।, clean simple composition, best quality",67,79,True,2
S07_synonym,synonym,कृपया एक सरल चित्र बनाएं: एक काली कार एक सफेद साइकिल के बाईं ओर है।,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S07_synonym_seed2026051802_00001_.png,True,6.033,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S07,attribute_binding,synonym,कृपया एक सरल चित्र बनाएं: एक काली कार एक सफेद साइकिल के बाईं ओर है।,left_of,"[{""name"": ""汽车"", ""color"": ""黑色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.3, ""y"": 0.58}, {""name"": ""自行车"", ""color"": ""白色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.7, ""y"": 0.58}]",[],hi,Hindi,True,"कृपया एक सरल चित्र बनाएं: एक काली कार एक सफेद साइकिल के बाईं ओर है।, clean simple composition, best quality",67,79,True,2
S07_word_order,word_order,एक सफेद साइकिल के बाईं ओर एक काली कार है।,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S07_word_order_seed2026051801_00001_.png,True,6.031,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S07,attribute_binding,word_order,एक सफेद साइकिल के बाईं ओर एक काली कार है।,left_of,"[{""name"": ""汽车"", ""color"": ""黑色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.3, ""y"": 0.58}, {""name"": ""自行车"", ""color"": ""白色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.7, ""y"": 0.58}]",[],hi,Hindi,True,"एक सफेद साइकिल के बाईं ओर एक काली कार है।, clean simple composition, best quality",41,50,False,0
S07_word_order,word_order,एक सफेद साइकिल के बाईं ओर एक काली कार है।,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S07_word_order_seed2026051802_00001_.png,True,6.029,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S07,attribute_binding,word_order,एक सफेद साइकिल के बाईं ओर एक काली कार है।,left_of,"[{""name"": ""汽车"", ""color"": ""黑色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.3, ""y"": 0.58}, {""name"": ""自行车"", ""color"": ""白色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.7, ""y"": 0.58}]",[],hi,Hindi,True,"एक सफेद साइकिल के बाईं ओर एक काली कार है।, clean simple composition, best quality",41,50,False,0
S07_attribute_swap,attribute_swap,एक सफेद कार एक काली साइकिल के बाईं ओर है।,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S07_attribute_swap_seed2026051801_00001_.png,True,6.028,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S07,attribute_binding,attribute_swap,एक सफेद कार एक काली साइकिल के बाईं ओर है।,left_of,"[{""name"": ""汽车"", ""color"": ""白色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.3, ""y"": 0.58}, {""name"": ""自行车"", ""color"": ""黑色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.7, ""y"": 0.58}]",[],hi,Hindi,True,"एक सफेद कार एक काली साइकिल के बाईं ओर है।, clean simple composition, best quality",41,50,False,0
S07_attribute_swap,attribute_swap,एक सफेद कार एक काली साइकिल के बाईं ओर है।,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S07_attribute_swap_seed2026051802_00001_.png,True,6.039,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S07,attribute_binding,attribute_swap,एक सफेद कार एक काली साइकिल के बाईं ओर है।,left_of,"[{""name"": ""汽车"", ""color"": ""白色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.3, ""y"": 0.58}, {""name"": ""自行车"", ""color"": ""黑色"", ""shape"": ""三角形"", ""count"": 1, ""x"": 0.7, ""y"": 0.58}]",[],hi,Hindi,True,"एक सफेद कार एक काली साइकिल के बाईं ओर है।, clean simple composition, best quality",41,50,False,0
S08_base,base,एक धूसर बिल्ली एक भूरा कुत्ता के ऊपर है।,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S08_base_seed2026051801_00001_.png,True,6.028,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S08,attribute_binding,base,एक धूसर बिल्ली एक भूरा कुत्ता के ऊपर है।,above,"[{""name"": ""猫"", ""color"": ""灰色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.66, ""y"": 0.34}, {""name"": ""狗"", ""color"": ""棕色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.36, ""y"": 0.66}]",[],hi,Hindi,True,"एक धूसर बिल्ली एक भूरा कुत्ता के ऊपर है।, clean simple composition, best quality",40,52,False,0
S08_base,base,एक धूसर बिल्ली एक भूरा कुत्ता के ऊपर है।,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S08_base_seed2026051802_00001_.png,True,6.042,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S08,attribute_binding,base,एक धूसर बिल्ली एक भूरा कुत्ता के ऊपर है।,above,"[{""name"": ""猫"", ""color"": ""灰色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.66, ""y"": 0.34}, {""name"": ""狗"", ""color"": ""棕色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.36, ""y"": 0.66}]",[],hi,Hindi,True,"एक धूसर बिल्ली एक भूरा कुत्ता के ऊपर है।, clean simple composition, best quality",40,52,False,0
S08_synonym,synonym,कृपया एक सरल चित्र बनाएं: एक धूसर बिल्ली एक भूरा कुत्ता के ऊपर ओर है।,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S08_synonym_seed2026051801_00001_.png,True,6.021,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S08,attribute_binding,synonym,कृपया एक सरल चित्र बनाएं: एक धूसर बिल्ली एक भूरा कुत्ता के ऊपर ओर है।,above,"[{""name"": ""猫"", ""color"": ""灰色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.66, ""y"": 0.34}, {""name"": ""狗"", ""color"": ""棕色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.36, ""y"": 0.66}]",[],hi,Hindi,True,"कृपया एक सरल चित्र बनाएं: एक धूसर बिल्ली एक भूरा कुत्ता के ऊपर ओर है।, clean simple composition, best quality",69,84,True,7
S08_synonym,synonym,कृपया एक सरल चित्र बनाएं: एक धूसर बिल्ली एक भूरा कुत्ता के ऊपर ओर है।,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S08_synonym_seed2026051802_00001_.png,True,6.021,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S08,attribute_binding,synonym,कृपया एक सरल चित्र बनाएं: एक धूसर बिल्ली एक भूरा कुत्ता के ऊपर ओर है।,above,"[{""name"": ""猫"", ""color"": ""灰色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.66, ""y"": 0.34}, {""name"": ""狗"", ""color"": ""棕色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.36, ""y"": 0.66}]",[],hi,Hindi,True,"कृपया एक सरल चित्र बनाएं: एक धूसर बिल्ली एक भूरा कुत्ता के ऊपर ओर है।, clean simple composition, best quality",69,84,True,7
S08_word_order,word_order,एक भूरा कुत्ता के ऊपर ओर एक धूसर बिल्ली है।,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S08_word_order_seed2026051801_00001_.png,True,6.039,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S08,attribute_binding,word_order,एक भूरा कुत्ता के ऊपर ओर एक धूसर बिल्ली है।,above,"[{""name"": ""猫"", ""color"": ""灰色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.66, ""y"": 0.34}, {""name"": ""狗"", ""color"": ""棕色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.36, ""y"": 0.66}]",[],hi,Hindi,True,"एक भूरा कुत्ता के ऊपर ओर एक धूसर बिल्ली है।, clean simple composition, best quality",43,55,False,0
S08_word_order,word_order,एक भूरा कुत्ता के ऊपर ओर एक धूसर बिल्ली है।,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S08_word_order_seed2026051802_00001_.png,True,6.039,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S08,attribute_binding,word_order,एक भूरा कुत्ता के ऊपर ओर एक धूसर बिल्ली है।,above,"[{""name"": ""猫"", ""color"": ""灰色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.66, ""y"": 0.34}, {""name"": ""狗"", ""color"": ""棕色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.36, ""y"": 0.66}]",[],hi,Hindi,True,"एक भूरा कुत्ता के ऊपर ओर एक धूसर बिल्ली है।, clean simple composition, best quality",43,55,False,0
S08_attribute_swap,attribute_swap,एक भूरी बिल्ली एक धूसर कुत्ता के ऊपर है।,2026051801,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S08_attribute_swap_seed2026051801_00001_.png,True,6.039,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S08,attribute_binding,attribute_swap,एक भूरी बिल्ली एक धूसर कुत्ता के ऊपर है।,above,"[{""name"": ""猫"", ""color"": ""棕色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.66, ""y"": 0.34}, {""name"": ""狗"", ""color"": ""灰色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.36, ""y"": 0.66}]",[],hi,Hindi,True,"एक भूरी बिल्ली एक धूसर कुत्ता के ऊपर है।, clean simple composition, best quality",40,52,False,0
S08_attribute_swap,attribute_swap,एक भूरी बिल्ली एक धूसर कुत्ता के ऊपर है।,2026051802,REDACTED_PROJECT_ROOT/comfyui_real_isolated/hi/ChinesePromptRobustness/S08_attribute_swap_seed2026051802_00001_.png,True,6.03,True,unknown,Queued real ComfyUI generation; no automatic semantic judge applied.,1.0,S08,attribute_binding,attribute_swap,एक भूरी बिल्ली एक धूसर कुत्ता के ऊपर है।,above,"[{""name"": ""猫"", ""color"": ""棕色"", ""shape"": ""圆形"", ""count"": 1, ""x"": 0.66, ""y"": 0.34}, {""name"": ""狗"", ""color"": ""灰色"", ""shape"": ""矩形"", ""count"": 1, ""x"": 0.36, ""y"": 0.66}]",[],hi,Hindi,True,"एक भूरी बिल्ली एक धूसर कुत्ता के ऊपर है।, clean simple composition, best quality",40,52,False,0
